bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,island_Dream,island_Torgersen,sex_male,year_2008,year_2009
0.14181818181818184,0.6385542168674698,0.2372881355932206,0.11940298507462688,1,0,0,0,0
0.5236363636363637,0.03614457831325302,0.6440677966101696,0.5522388059701492,0,0,0,0,0
0.6036363636363637,0.3012048192771084,0.6101694915254239,0.7910447761194029,0,0,1,1,0
0.4763636363636363,0.3855421686746987,0.8644067796610173,0.9701492537313433,0,0,1,1,0
0.5818181818181818,0.22891566265060237,0.6271186440677967,0.8358208955223881,0,0,1,0,1
0.27636363636363637,0.5421686746987953,0.3559322033898309,0.14925373134328357,0,0,0,0,1
0.4763636363636363,0.3132530120481929,0.7288135593220342,0.7761194029850748,0,0,1,1,0
0.5709090909090908,0.2168674698795181,0.7288135593220342,0.8805970149253731,0,0,1,0,0
0.698181818181818,0.7469879518072289,0.3220338983050848,0.28358208955223885,1,0,1,0,0
0.6400000000000001,0.6506024096385543,0.38983050847457656,0.26865671641791045,1,0,1,1,0
0.6327272727272726,0.3493975903614459,0.8813559322033901,0.8805970149253731,0,0,1,0,1
0.23636363636363633,0.963855421686747,0.3220338983050848,0.32835820895522383,0,1,1,0,0
0.4036363636363638,0.4096385542168677,0.25423728813559343,0.059701492537313494,1,0,0,0,0
0.6218181818181818,0.24096385542168663,0.8305084745762712,1.0746268656716418,0,0,1,0,0
0.6254545454545453,0.8072289156626504,0.5254237288135597,0.4029850746268656,1,0,1,0,1
0.6836363636363636,0.7108433734939759,0.4067796610169494,0.25373134328358204,1,0,1,1,0
0.46545454545454534,0.07228915662650603,0.6779661016949157,0.6119402985074628,0,0,0,0,1
0.20363636363636362,0.3373493975903614,0.1864406779661021,0.11194029850746268,0,0,0,0,1
0.3927272727272726,-0.012048192771084265,0.7288135593220342,0.6865671641791046,0,0,0,0,0
0.6509090909090909,0.37349397590361444,0.9830508474576272,0.8955223880597015,0,0,1,0,0
0.31999999999999984,0.4337349397590362,0.3220338983050848,0.29850746268656725,0,1,0,1,0
0.10545454545454547,0.5662650602409638,0.33898305084745806,0.30597014925373134,0,0,0,0,1
0.35272727272727256,0.7469879518072289,0.4406779661016951,0.5223880597014926,0,1,1,1,0
0.4036363636363638,0.6385542168674698,0.33898305084745806,0.417910447761194,1,0,1,1,0
0.7127272727272729,0.8554216867469879,0.37288135593220373,0.32089552238805974,1,0,1,0,0
0.5272727272727273,0.5542168674698797,0.3559322033898309,0.32835820895522383,1,0,0,0,0
0.5490909090909091,0.27710843373493965,0.7288135593220342,0.6791044776119403,0,0,0,0,1
0.7236363636363636,0.903614457831325,0.6440677966101696,0.626865671641791,1,0,1,1,0
0.25090909090909097,0.6626506024096384,0.22033898305084776,0.28358208955223885,1,0,1,0,1
0.530909090909091,0.5662650602409638,0.38983050847457656,0.17910447761194026,1,0,0,0,0
0.25090909090909097,0.5180722891566263,0.2372881355932206,0.25373134328358204,0,0,0,1,0
0.5636363636363637,0.15662650602409633,0.7288135593220342,0.8059701492537313,0,0,1,0,0
0.5199999999999998,0.6506024096385543,0.30508474576271194,0.22388059701492546,1,0,0,0,0
